Player ID;Group name;League ID;Description;Session ID;Types;Session end (Local timezone);Session end date (Local timezone);Session end date (UTC);Session end time (Local timezone);Session end time (UTC);Session end (UTC);Session begin (Local timezone);Session begin date (Local timezone);Session begin date (UTC);Session begin time (Local timezone);Session begin time (UTC);Session begin (UTC);Distance (m);Distance (speed | very slow) (m);Distance (speed | slow) (m);Distance (speed | moderate) (m);Distance (speed | fast) (m);Distance (speed | very fast) (m);Distance (speed | sprint) (m);Distance / min (m);Distance / min (speed | very slow) (m);Distance / min (speed | slow) (m);Distance / min (speed | moderate) (m);Distance / min (speed | fast) (m);Distance / min (speed | very fast) (m);Distance / min (speed | sprint) (m);Duration (s);Position;Speed (Ø) (km/h);Speed (max.) (km/h);Speed (% of max.) (%);Time on Ice (s);Time (s);Time (speed | very slow) (s);Time (speed | slow) (s);Time (speed | moderate) (s);Time (speed | fast) (s);Time (speed | very fast) (s);Time (speed | sprint) (s);Accumulated Acceleration Load;Acceleration Load (load | very low);Acceleration Load (load | low);Acceleration Load (load | medium);Acceleration Load (load | high);Acceleration Load (load | very high);Acceleration Load (load | near max);Acceleration Load (load | max);Accumulated Acceleration Load / min;Acceleration Load / min;Acceleration Load (max.);Acceleration Load (time | high) (s);Acceleration Load (time | low) (s);Acceleration Load (time | max) (s);Acceleration Load (time | medium) (s);Acceleration Load (time | near max) (s);Acceleration Load (time | very high) (s);Acceleration Load (time | very low) (s);Acceleration (max.) (m/s²);Deceleration (max.) (m/s²);Anaerobic Activity (distance) (m);Anaerobic Activity (time) (s);High Speed and Acceleration Distance (m);High Speed and Acceleration Distance / min (m);High Metabolic Power Distance (m);High Metabolic Power Distance / min (m);High Speed and Acceleration Time (s);Accels Load;Accel 1;Accel 2;Accel 3;Accel 4;Accels Load / min;Accel 1 / min;Accel 2 / min;Accel 3 / min;Accel 4 / min;Decels Load;Decel 1;Decel 2;Decel 3;Decel 4;Decels Load / min;Decel 1 / min;Decel 2 / min;Decel 3 / min;Decel 4 / min;Mechanical Intensity;Mechanical Intensity (def.);Mechanical Intensity (off.);Mechanical Load;Mechanical Load (def.);Mechanical Load (off.);Metabolic Power (Ø) (W);Metabolic Power (max.) (W);Metabolic Power per mass (Ø) (W/kg);Metabolic Power per mass (max.) (W/kg);Metabolic Power (time | high) (s);Metabolic Power (time | low) (s);Metabolic Power (time | medium) (s);Metabolic Power (time | very high) (s);Metabolic Power (time | very low) (s);Metabolic Work (kcal);Metabolic Work / min (kcal);Physio Intensity;Physio Load;Heart Rate Recoveries;Heart Rate Recoveries / min;Heart Rate (Ø) (bpm);Heart Rate (max.) (bpm);Heart Rate (min.) (bpm);Heart rate (% of max.) (%);Heart Rate (% of HRR) (%);Heart Rate (time | 0 - 50%) (s);Heart Rate (time | 50 - 60%) (s);Heart Rate (time | 60 - 70%) (s);Heart Rate (time | 70 - 80%) (s);Heart Rate (time | 80 - 90%) (s);Heart Rate (time | ? 90%) (s);Human Core Temperature (Ø) (°C);Human Core Temperature (max.) (°C);Activation Gluteus (total);Activation Hamstrings (total);Muscle Load (total);Activation Quadrizeps (total);TRIMP;Accelerations;Accelerations (low);Accelerations (medium);Accelerations (high);Accelerations (very high);Accelerations (near max);Accelerations (max);Accelerations / min;Accelerations / min (low);Accelerations / min (medium);Accelerations / min (high);Accelerations / min (very high);Accelerations / min (near max);Accelerations / min (max);Changes of Direction;Changes of Direction (left);Changes of Direction (right);Changes of Direction / min;Changes of Direction / min (left);Changes of Direction / min (right);Changes of Orientation;Changes of Orientation / min;Changes of Pace;Changes of Pace (low);Changes of Pace (medium);Changes of Pace (high);Changes of Pace (very high);Changes of Pace / min;Changes of Pace / min (low);Changes of Pace / min (medium);Changes of Pace / min (high);Changes of Pace / min (very high);Decelerations;Decelerations (low);Decelerations (medium);Decelerations (high);Decelerations (very high);Decelerations / min;Decelerations / min (low);Decelerations / min (medium);Decelerations / min (high);Decelerations / min (very high);Down on Pads;Down on Pads / min;Exertions;Exertions (low);Exertions (medium);Exertions (high);Exertions (very high);Exertions / min;Exertions / min (low);Exertions / min (medium);Exertions / min (high);Exertions / min (very high);Impacts;Impacts / min;Shifts;Shifts / min;Skating Transitions;Skating Transitions (left);Skating Transitions (right);Skating Transitions / min;Skating Transitions / min (left);Skating Transitions / min (right);Speed Zone Entries;Speed Zone Entries (very slow);Speed Zone Entries (slow);Speed Zone Entries (moderate);Speed Zone Entries (fast);Speed Zone Entries (very fast);Speed Zone Entries (sprint);Speed Zone Entries / min;Speed Zone Entries / min (very slow);Speed Zone Entries / min (slow);Speed Zone Entries / min (moderate);Speed Zone Entries / min (fast);Speed Zone Entries / min (very fast);Speed Zone Entries / min (sprint);Sprints;Sprints (low);Sprints (medium);Sprints (high);Sprints (very high);Sprints (near max);Sprints / min;Sprints / min (low);Sprints / min (medium);Sprints / min (high);Sprints / min (very high);Sprints / min (near max);Turns;Sharp Turns;Wide Turns;Turns / min;Sharp Turns / min;Wide Turns / min
38;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1002;187;136;152;210;234;84;216;40;29;33;45;50;18;2229;F;12.96;30.76;62;278;278;109;41;36;41;39;12;59.9;3.39;5.85;9.46;14.07;13.75;8.93;4.43;12.92;2.16;5.71;63;35;14;49;31;55;32;3.9;-6.22;8;2;501;108;525;113;102;152.97;42.48;53.39;52.24;4.85;33;9.16;11.52;11.27;1.05;70.99;20.27;15.82;25.93;8.97;15.31;4.37;3.41;5.59;1.93;48.31;;;223.96;0;0;362.9;1462.73;4.32;17.41;59;80;62;38;40;24.12;5.2;42.3;195.9;0;0;;;;0;0;;;;;;;;;;;;;0;25;22;3;0;0;0;0;5.39;4.75;0.65;0;0;0;0;11;5;6;2.37;1.08;1.29;1;0.22;11;11;0;0;0;2.37;2.37;0;0;0;22;2;3;5;12;4.75;0.43;0.65;1.08;2.59;0;0;2;0;0;0;2;0.43;0;0;0;0.43;0;0;6;1.29;18;12;6;3.88;2.59;1.29;43;0;8;7;9;13;6;9.28;0;1.73;1.51;1.94;2.8;1.29;12;6;5;1;0;0;2.59;1.29;1.08;0.22;0;0;13;1;12;2.8;0.22;2.59
39;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1419;192;155;293;361;260;159;238;32;26;49;60;44;27;2229;F;14.26;32.18;64;358;358;108;45;70;71;43;22;71.74;5.99;9.05;14.06;14.31;10.89;7.36;10.08;12.01;2;6.25;64;60;30;75;28;42;61;3.9;-5.22;53;14;630;105;728;122;122;192.42;55.45;63.27;69.33;4.36;32.21;9.28;10.59;11.61;0.73;84.41;27.45;21.21;27.02;8.73;14.13;4.6;3.55;4.52;1.46;46.34;;;276.83;0;0;422.71;1828.98;4.55;19.67;86;85;101;48;39;36.21;6.06;51.5;307.4;0;0;;;;0;0;;;;;;;;;;;;;0;31;30;1;0;0;0;0;5.19;5.02;0.17;0;0;0;0;9;6;3;1.51;1;0.5;8;1.34;13;13;0;0;0;2.18;2.18;0;0;0;26;5;8;3;10;4.35;0.84;1.34;0.5;1.67;0;0;11;0;0;0;11;1.84;0;0;0;1.84;3;0.5;8;1.34;81;4;77;13.56;0.67;12.89;57;0;4;21;13;12;7;9.54;0;0.67;3.52;2.18;2.01;1.17;16;10;3;2;1;0;2.68;1.67;0.5;0.33;0.17;0;17;4;13;2.85;0.67;2.18
40;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1309;290;187;212;323;191;107;209;46;30;34;52;31;17;2229;F;12.56;32.17;64;375;375;162;56;49;61;30;16;77.2;7.14;11.4;12.97;10.14;9.28;8.31;17.96;12.34;2.06;8.52;45;80;52;71;27;37;62;3.77;-6.89;77;23;519;83;581;93;102;193.33;52.45;59.18;76.36;5.33;30.92;8.39;9.46;12.21;0.85;82.07;23.02;21.94;25.6;11.52;13.12;3.68;3.51;4.09;1.84;44.04;;;275.4;0;0;387.24;1564.68;4.21;17.01;68;126;82;52;48;33.25;5.32;44.9;280.5;0;0;;;;0;0;;;;;;;;;;;;;0;33;26;7;0;0;0;0;5.28;4.16;1.12;0;0;0;0;7;5;2;1.12;0.8;0.32;4;0.64;12;12;0;0;0;1.92;1.92;0;0;0;21;4;5;4;8;3.36;0.64;0.8;0.64;1.28;0;0;20;0;0;0;20;3.2;0;0;0;3.2;3;0.48;8;1.28;24;7;17;3.84;1.12;2.72;56;0;14;10;16;9;7;8.96;0;2.24;1.6;2.56;1.44;1.12;10;4;4;1;1;0;1.6;0.64;0.64;0.16;0.16;0;15;3;12;2.4;0.48;1.92
41;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1192;166;204;235;316;186;85;227;32;39;45;60;35;16;2229;F;13.62;29.14;58;315;315;93;60;58;61;31;12;53.96;7.14;10.24;11.36;10.01;8.06;4.32;2.84;10.27;1.72;6.26;47;70;9;63;17;36;73;4.21;-5.52;11;3;416;79;580;110;81;150.97;46.36;56;45.21;3.39;28.74;8.83;10.66;8.61;0.65;70.8;24.26;22.12;21.87;2.55;13.48;4.62;4.21;4.16;0.48;42.22;;;221.77;0;0;365.02;1387.01;4.35;16.51;71;87;90;37;31;27.55;5.24;44.4;233.2;0;0;;;;0;0;;;;;;;;;;;;;0;25;22;3;0;0;0;0;4.76;4.19;0.57;0;0;0;0;9;5;4;1.71;0.95;0.76;1;0.19;11;10;1;0;0;2.09;1.9;0.19;0;0;19;5;8;2;4;3.62;0.95;1.52;0.38;0.76;0;0;3;0;0;0;3;0.57;0;0;0;0.57;0;0;6;1.14;17;6;11;3.24;1.14;2.09;48;0;5;18;9;11;5;9.14;0;0.95;3.43;1.71;2.09;0.95;11;6;4;1;0;0;2.09;1.14;0.76;0.19;0;0;26;6;20;4.95;1.14;3.81
42;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;703;57;21;53;225;196;150;278;23;8;21;89;78;59;2229;F;16.69;27.73;55;152;152;36;6;12;43;32;22;31.61;2.46;4.22;4.91;7.55;4.47;3.55;4.45;12.51;2.1;5.16;33;27;14;27;12;18;20;3.04;-5.79;18;5;464;184;441;175;80;69.24;30.21;23.15;15.88;0;27.4;11.95;9.16;6.28;0;31.22;11.83;9.39;4.3;5.7;12.35;4.68;3.72;1.7;2.25;39.75;;;100.47;0;0;470.21;1806.67;5.17;19.85;50;25;39;24;14;17.03;6.74;59;149;0;0;;;;0;0;;;;;;;;;;;;;0;9;9;0;0;0;0;0;3.56;3.56;0;0;0;0;0;0;0;0;0;0;0;3;1.19;4;4;0;0;0;1.58;1.58;0;0;0;9;4;1;0;4;3.56;1.58;0.4;0;1.58;0;0;6;0;0;0;6;2.37;0;0;0;2.37;0;0;4;1.58;7;3;4;2.77;1.19;1.58;24;0;2;0;3;8;11;9.5;0;0.79;0;1.19;3.17;4.35;12;5;7;0;0;0;4.75;1.98;2.77;0;0;0;13;0;13;5.14;0;5.14
43;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;553;34;32;82;177;117;111;291;18;17;43;93;61;59;2229;F;17.45;32.79;66;114;114;18;9;19;34;20;15;23.33;2;2.76;3.31;4.66;5.94;2.98;1.68;12.26;2.03;4.48;21;18;5;19;10;24;17;3.97;-5.32;4;1;331;174;336;176;57;61.88;19.94;20.73;16.85;4.36;32.52;10.48;10.89;8.86;2.29;26.49;7.98;7.42;5.03;6.06;13.92;4.19;3.9;2.64;3.19;46.45;;;88.37;0;0;515.82;1469.17;5.55;15.8;35;19;31;23;7;14.15;7.44;63;119.9;0;0;;;;0;0;;;;;;;;;;;;;0;10;9;0;1;0;0;0;5.26;4.73;0;0.53;0;0;0;3;2;1;1.58;1.05;0.53;1;0.53;4;4;0;0;0;2.1;2.1;0;0;0;9;3;2;1;3;4.73;1.58;1.05;0.53;1.58;0;0;1;0;0;0;1;0.53;0;0;0;0.53;0;0;3;1.58;5;4;1;2.63;2.1;0.53;25;0;2;4;4;9;6;13.14;0;1.05;2.1;2.1;4.73;3.15;8;4;2;1;1;0;4.21;2.1;1.05;0.53;0.53;0;9;0;9;4.73;0;4.73
1;Defense;;Period 3;194;Period;16.11.2022 22:03;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03;16.11.2022 21:28;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28;840;207;171;208;170;53;32;187;46;38;46;38;12;7;2074;D;11.21;27.24;54;270;270;123;49;50;34;10;5;51.46;5.49;9.39;9.74;6.88;6.85;4.44;8.68;11.45;1.89;7.82;31;69;23;55;17;26;50;3.93;-6.02;45;15;249;55;329;73;66;147.48;43.97;42.18;58.42;2.91;32.8;9.78;9.38;13;0.65;69.64;16.23;13.85;27.57;12;15.49;3.61;3.08;6.13;2.67;48.29;;;217.12;0;0;351.3;1780.9;3.82;19.36;42;88;71;27;43;22.64;5.04;40;179.9;0;0;;;;0;0;;;;;;;;;;;;;0;28;26;2;0;0;0;0;6.23;5.78;0.44;0;0;0;0;7;3;4;1.56;0.67;0.89;2;0.44;14;14;0;0;0;3.11;3.11;0;0;0;27;3;5;5;14;6.01;0.67;1.11;1.11;3.11;0;0;10;0;0;0;10;2.22;0;0;0;2.22;4;0.89;6;1.33;16;10;6;3.56;2.22;1.33;41;0;6;15;13;2;5;9.12;0;1.33;3.34;2.89;0.44;1.11;5;4;1;0;0;0;1.11;0.89;0.22;0;0;0;10;4;6;2.22;0.89;1.33
2;Defense;;Period 3;194;Period;16.11.2022 22:03;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03;16.11.2022 21:28;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28;712;77;93;107;197;159;79;239;26;31;36;66;53;26;2074;F;14.32;28.98;58;179;179;45;28;25;41;28;12;33.3;3.47;5.93;5.92;6.77;4.63;4;2.58;11.16;1.92;5.2;29;40;9;33;14;22;32;3.54;-5.34;7;2;338;113;384;129;64;78.95;26.92;26.33;25.7;0;26.46;9.02;8.83;8.61;0;40.34;13.65;10.7;11.03;4.97;13.52;4.58;3.59;3.7;1.67;39.99;;;119.3;0;0;427.21;1491.22;4.75;16.57;49;37;53;24;17;17.91;6;50;149.2;0;0;;;;0;0;;;;;;;;;;;;;0;13;13;0;0;0;0;0;4.36;4.36;0;0;0;0;0;3;1;2;1.01;0.34;0.67;0;0;3;3;0;0;0;1.01;1.01;0;0;0;15;5;5;1;4;5.03;1.68;1.68;0.34;1.34;0;0;2;0;0;0;2;0.67;0;0;0;0.67;0;0;4;1.34;10;5;5;3.35;1.68;1.68;25;0;3;3;8;6;5;8.38;0;1.01;1.01;2.68;2.01;1.68;8;4;2;2;0;0;2.68;1.34;0.67;0.67;0;0;15;2;13;5.03;0.67;4.36
3;Defense;;Period 3;194;Period;16.11.2022 22:03;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03;16.11.2022 21:28;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28;971;142;55;154;208;156;255;243;35;14;39;52;39;64;2074;F;14.56;32.45;65;240;240;87;16;37;41;24;35;49.46;3.41;6.57;8.38;9.57;8.65;7.34;5.54;12.36;2.06;5.33;40;48;17;45;25;33;31;3.23;-5.24;24;6;553;138;585;146;97;127.18;42.15;42.97;42.06;0;31.79;10.54;10.74;10.52;0;56.46;17.03;10.92;11.42;17.09;14.12;4.26;2.73;2.86;4.27;45.91;;;183.64;0;0;417.1;1478.36;4.79;16.99;58;54;54;42;33;24.23;6.06;49.2;196.7;0;0;;;;0;0;;;;;;;;;;;;;0;22;22;0;0;0;0;0;5.5;5.5;0;0;0;0;0;2;1;1;0.5;0.25;0.25;3;0.75;9;9;0;0;0;2.25;2.25;0;0;0;17;2;1;1;13;4.25;0.5;0.25;0.25;3.25;0;0;6;0;0;0;6;1.5;0;0;0;1.5;0;0;6;1.5;9;4;5;2.25;1;1.25;29;0;2;5;13;3;6;7.25;0;0.5;1.25;3.25;0.75;1.5;10;4;1;3;2;0;2.5;1;0.25;0.75;0.5;0;10;0;10;2.5;0;2.5
11;Defense;;Period 3;194;Period;16.11.2022 22:03;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03;16.11.2022 21:28;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28;1503;239;193;292;318;198;263;227;36;29;44;48;30;40;2074;F;13.63;31.4;63;397;397;139;57;68;63;32;38;82.84;7.62;10.54;12.41;12.27;13.89;8.69;17.42;12.52;2.08;7.63;54;75;49;66;29;50;73;3.84;-7.11;101;29;671;101;781;118;130;192.48;63.21;66.36;59.51;3.39;29.1;9.56;10.03;9;0.51;91.42;30.93;22.41;27.18;10.91;13.82;4.68;3.39;4.11;1.65;42.92;;;283.9;0;0;356.52;1566.98;4.35;19.11;85;100;109;52;51;33.92;5.13;43.4;287.1;0;0;;;;0;0;;;;;;;;;;;;;0;32;30;2;0;0;0;0;4.84;4.54;0.3;0;0;0;0;10;6;4;1.51;0.91;0.6;10;1.51;9;9;0;0;0;1.36;1.36;0;0;0;28;6;3;8;11;4.23;0.91;0.45;1.21;1.66;0;0;19;0;0;0;19;2.87;0;0;0;2.87;5;0.76;8;1.21;22;9;13;3.33;1.36;1.97;54;0;11;5;20;4;14;8.16;0;1.66;0.76;3.02;0.6;2.12;16;5;8;2;1;0;2.42;0.76;1.21;0.3;0.15;0;23;4;19;3.48;0.6;2.87
13;Defense;;Period 3;194;Period;16.11.2022 22:03;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03;16.11.2022 21:28;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28;0;;;;;;;;;;;;;;2074;D;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;0;;0;;0;0;0;0;0;0;;;;;;0;0;0;0;0;;;;;;;;;0;0;0;;;;;;;;;;0;;;0;0;0;;;;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;Defense;;Period 3;194;Period;16.11.2022 22:03;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03;16.11.2022 21:28;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28;1579;237;240;338;339;247;178;236;35;36;51;51;37;27;2074;D;14.19;30.83;62;401;401;117;70;83;65;41;25;64.82;11.66;12.91;12.87;8.4;6.36;4.32;8.29;9.71;1.61;5.38;40;96;24;73;16;26;126;3.98;-5.95;90;15;616;92;755;113;119;194.57;59.91;74.24;58;2.42;29.13;8.97;11.12;8.68;0.36;90.21;31.93;24.26;25.42;8.61;13.51;4.78;3.63;3.81;1.29;42.64;;;284.78;0;0;440.15;1686.03;4.49;17.2;90;108;122;48;32;42.35;6.34;54;360.4;0;0;;;;0;0;;;;;;;;;;;;;0;34;33;1;0;0;0;0;5.09;4.94;0.15;0;0;0;0;5;3;2;0.75;0.45;0.3;2;0.3;13;13;0;0;0;1.95;1.95;0;0;0;28;7;7;5;9;4.19;1.05;1.05;0.75;1.35;0;0;11;0;0;0;11;1.65;0;0;0;1.65;0;0;9;1.35;35;20;15;5.24;2.99;2.25;63;0;6;17;15;16;9;9.43;0;0.9;2.55;2.25;2.4;1.35;15;7;2;6;0;0;2.25;1.05;0.3;0.9;0;0;15;2;13;2.25;0.3;1.95
30;Defense;;Period 3;194;Period;16.11.2022 22:03;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03;16.11.2022 21:28;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28;282;280;2;0;0;0;0;14;14;0;0;0;0;0;2074;Goalkeeper;0.85;12.99;26;1200;1200;1199;1;0;0;0;0;50.43;33.55;10.39;3.4;2;0.87;0.23;0;2.52;0.42;3.3;12;136;0;29;1;4;1018;2.8;-2.45;0;0;5;0;3;0;2;240.71;174.22;59.21;7.27;0;12.04;8.71;2.96;0.36;0;127.09;100.29;24.68;2.12;0;6.36;5.02;1.23;0.11;0;18.39;;;367.8;0;0;29.04;756.16;0.34;8.9;1;81;5;0;1113;8.33;0.42;2.8;55.8;0;0;;;;0;0;;;;;;;;;;;;;0;5;5;0;0;0;0;0;0.25;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0.05;0.05;0;0;0;6;0.3;0;0;0;0;0;0;0;0;0;0;0;0;1;0.05;0;0;0;0;0;0;1;0;1;0;0;0;0;0.05;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.05;0.05;0
12;Defense;;Period 3;194;Period;16.11.2022 22:03;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03;16.11.2022 21:28;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28;1783;194;177;292;519;288;312;252;27;25;41;74;41;44;2074;F;15.15;32.46;65;424;424;110;52;68;101;49;44;73.98;8.7;14.03;16.64;16.97;10.47;4.75;2.42;10.48;1.75;5.79;81;99;8;95;17;44;80;3.9;-6.59;20;5;910;129;1030;146;170;209.47;70.98;69.63;59.64;9.21;29.66;10.05;9.86;8.45;1.3;97.78;30.42;20.33;33.69;13.33;13.85;4.31;2.88;4.77;1.89;43.51;;;307.24;0;0;363.67;1347.37;4.85;17.96;120;82;119;60;42;36.68;5.19;44.1;311.4;0;0;;;;0;0;;;;;;;;;;;;;0;32;29;3;0;0;0;0;4.53;4.11;0.42;0;0;0;0;11;7;4;1.56;0.99;0.57;2;0.28;14;14;0;0;0;1.98;1.98;0;0;0;32;4;7;8;13;4.53;0.57;0.99;1.13;1.84;0;0;4;0;0;0;4;0.57;0;0;0;0.57;1;0.14;8;1.13;18;10;8;2.55;1.42;1.13;65;0;10;10;18;13;14;9.2;0;1.42;1.42;2.55;1.84;1.98;19;7;9;2;1;0;2.69;0.99;1.27;0.28;0.14;0;29;6;23;4.11;0.85;3.26
31;Defense;;Period 3;194;Period;16.11.2022 22:03;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03;16.11.2022 21:28;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28;1354;272;169;275;340;202;96;218;44;27;44;55;33;15;2074;F;13.08;28.46;57;373;373;142;50;66;67;34;14;90.61;3.81;10.55;13.39;14.83;12.98;9.5;25.55;14.58;2.42;9.1;63;69;65;66;30;50;31;3.89;-5.61;134;41;504;81;653;105;107;183.8;62.62;61.12;55.94;4.12;29.58;10.08;9.84;9;0.66;92.89;25.47;21.91;26.36;19.15;14.95;4.1;3.53;4.24;3.08;44.53;;;276.69;0;0;382.5;1539.98;4.2;16.92;94;106;102;33;38;34.11;5.49;46.2;287;0;0;;;;0;0;;;;;;;;;;;;;0;33;31;2;0;0;0;0;5.31;4.99;0.32;0;0;0;0;9;4;5;1.45;0.64;0.8;10;1.61;9;9;0;0;0;1.45;1.45;0;0;0;33;8;4;5;16;5.31;1.29;0.64;0.8;2.58;0;0;18;0;0;0;18;2.9;0;0;0;2.9;6;0.97;8;1.29;28;15;13;4.51;2.41;2.09;55;0;8;14;13;15;5;8.85;0;1.29;2.25;2.09;2.41;0.8;6;1;4;1;0;0;0.97;0.16;0.64;0.16;0;0;19;3;16;3.06;0.48;2.58
33;Defense;;Period 3;194;Period;16.11.2022 22:03;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03;16.11.2022 21:28;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28;1597;278;259;301;441;187;131;218;38;35;41;60;26;18;2074;D;13.08;28.56;57;440;440;154;78;72;85;32;19;73.19;11.92;13.77;13.44;13.22;10.09;6.65;4.11;9.99;1.67;6.87;62;102;12;82;24;43;114;3.51;-5.24;20;6;624;85;770;105;132;223.34;71.13;76.33;75.88;0;30.47;9.71;10.41;10.35;0;107.28;30.31;24.8;41.5;10.67;14.64;4.14;3.38;5.66;1.46;45.11;;;330.63;0;0;388.63;1566.69;4.22;17.03;94;124;122;50;50;40.66;5.55;46.7;342.2;0;0;;;;0;0;;;;;;;;;;;;;0;41;38;3;0;0;0;0;5.59;5.18;0.41;0;0;0;0;5;3;2;0.68;0.41;0.27;3;0.41;15;15;0;0;0;2.05;2.05;0;0;0;42;6;11;13;12;5.73;0.82;1.5;1.77;1.64;0;0;5;0;0;0;5;0.68;0;0;0;0.68;2;0.27;9;1.23;34;19;15;4.64;2.59;2.05;66;0;11;17;14;13;11;9.01;0;1.5;2.32;1.91;1.77;1.5;11;5;4;2;0;0;1.5;0.68;0.55;0.27;0;0;25;5;20;3.41;0.68;2.73
32;Defense;;Period 3;194;Period;16.11.2022 22:03;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03;16.11.2022 21:28;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28;1981;121;112;210;594;537;407;295;18;17;31;88;80;61;2074;F;17.68;32.87;66;403;403;65;31;48;113;88;58;84.14;4.79;10.78;17.09;18.09;15.07;8.11;10.2;12.52;2.09;8.39;79;75;30;91;28;59;41;4.16;-5.87;89;14;1285;191;1335;199;224;195.41;76.32;75.09;40.12;3.88;29.07;11.35;11.17;5.97;0.58;90.15;27.76;20.09;32.11;10.18;13.41;4.13;2.99;4.78;1.51;42.48;;;285.55;0;0;459.02;2034.4;5.53;24.51;151;59;99;73;21;44.32;6.59;57;382.9;0;0;;;;0;0;;;;;;;;;;;;;0;28;25;2;1;0;0;0;4.17;3.72;0.3;0.15;0;0;0;11;5;6;1.64;0.74;0.89;3;0.45;4;4;0;0;0;0.6;0.6;0;0;0;31;4;7;8;12;4.61;0.6;1.04;1.19;1.79;0;0;11;0;0;0;11;1.64;0;0;0;1.64;0;0;8;1.19;17;9;8;2.53;1.34;1.19;66;0;6;6;14;18;22;9.82;0;0.89;0.89;2.08;2.68;3.27;28;11;11;5;1;0;4.17;1.64;1.64;0.74;0.15;0;32;5;27;4.76;0.74;4.02
